Permit_Number,Permit_Address,Street_Name,Cross_Street_1,Cross_Street_2,Permit_ZipCode,Applicant,Permit_Purpose,Permit_Approval_Date,Permit_Status,X,Y,Latitude,Longitude,Location1
11WR-0094,3900 CABRILLO ST,40TH AVE,CABRILLO ST,CABRILLO ST,94121,"NextG Networks of California, Inc",Wireless Box,08/22/2012 12:00:00 AM,APPROVED,5983479.8500699997,2110405.8444699999,,,"(37.773815126841299, -122.500618621523)"
14WR-0142,871 29TH AVE,29TH AVE,CABRILLO ST,CABRILLO ST,94121,"NextG Networks of California, Inc",Wireless Box,07/30/2015 12:00:00 AM,APPROVED,5986931.3136400003,2110011.0854099998,,,"(37.772933244844303, -122.488650591436)"
10WR-0052,1326 32ND AVE,32ND AVE,IRVING ST,IRVING ST,94122,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5986212.49847,2106190.5359700001,,,"(37.762401112994098, -122.490855845062)"
10WR-0049,1388 46TH AVE,46TH AVE,IRVING ST,IRVING ST,94122,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5981883.87983,2105658.3277099999,,,"(37.760685996410501, -122.505787218452)"
10WR-0059,1738 36TH AVE,36TH AVE,MORAGA ST,MORAGA ST,94122,"NextG Network, Inc",Wireless Box,11/22/2010 12:00:00 AM,APPROVED,5985066.7241900004,2103356.4100700002,,,"(37.754552388707801, -122.494609649713)"
09WR-0075,1280 11TH AVE,11TH AVE,LINCOLN WAY,LINCOLN WAY,94122,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,09/25/2012 12:00:00 AM,APPROVED,5992740.9503100002,2106744.4200300002,,,"(37.764301156872698, -122.468316842596)"
10WR-0062,1459 41ST AVE,41ST AVE,JUDAH ST,JUDAH ST,94122,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5983366.1025900003,2105214.3528800001,,,"(37.759554094982398, -122.500628129649)"
10WR-0064,1686 44TH AVE,44TH AVE,LAWTON ST,LAWTON ST,94122,"NextG Network, Inc",Wireless Box,09/08/2010 12:00:00 AM,APPROVED,5982573.5930199996,2103652.7017999999,,,"(37.755219685644001, -122.50325334882299)"
09WR-0065,1298 FUNSTON AVE,FUNSTON AVE,LINCOLN WAY,LINCOLN WAY,94122,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/24/2009 12:00:00 AM,APPROVED,5992121.7264799997,2106691.0310300002,,,"(37.764118780339999, -122.47045465491701)"
10WR-0069,1501 34TH AVE,34TH AVE,KIRKHAM ST,KIRKHAM ST,94122,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5985547.4131899998,2104957.5394199998,,,"(37.758976770841997, -122.493065263392)"
10WR-0074,1482 11TH AVE,11TH AVE,JUDAH ST,JUDAH ST,94122,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5992787.6287000002,2105387.5986000001,,,"(37.760578378187802, -122.46805669388699)"
10WR-0072,1264 FUNSTON AVE,FUNSTON AVE,LINCOLN WAY,LINCOLN WAY,94122,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5992117.1562799998,2106823.8837799998,,,"(37.764483294468299, -122.470480138087)"
10WR-0063,4205 LAWTON ST,LAWTON ST,48TH AVE,48TH AVE,94122,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5981200.9271299997,2104120.97646,,,"(37.756424649482, -122.508035101022)"
10WR-0050,1355 38TH AVE,38TH AVE,ULLOA ST,ULLOA ST,94122,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5984271.8163299998,2105952.4580299999,,,"(37.761633853781902, -122.497550264411)"
09WR-0128,1801 18TH AVE,18TH AVE,NORIEGA ST,NORIEGA ST,94122,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,09/17/2009 12:00:00 AM,APPROVED,5990577.0222199997,2103088.82859,,,"(37.754138654610998, -122.475534243835)"
09WR-0095,2001 NORIEGA ST,27TH AVE,NORIEGA ST,NORIEGA ST,94122,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/31/2009 12:00:00 AM,APPROVED,5987762.1088899998,2102987.22676,,,"(37.753696101630297, -122.485261326721)"
10WR-0032,1691 38TH AVE,38TH AVE,LAWTON ST,LAWTON ST,94122,"NextG Network, Inc",Wireless Box,09/08/2010 12:00:00 AM,APPROVED,5984349.7561400002,2103686.9514100002,,,"(37.755417973681404, -122.497113474)"
10WR-0030,3701 KIRKHAM ST,41ST AVE,KIRKHAM ST,KIRKHAM ST,94122,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5983358.9402000001,2104883.2951400001,,,"(37.758644683239801, -122.500628420425)"
11WR-0111,1464 LA PLAYA ,GREAT HWY,JUDAH ST,JUDAH ST,94122,"NextG Networks of California, Inc",Wireless Box,09/14/2012 12:00:00 AM,APPROVED,5980966.7658500001,2105085.6753199999,,,"(37.759059636005702, -122.508916525186)"
11WR-0099,1599 34TH AVE,LAWTON ST,34TH AVE,34TH AVE,94122,"NextG Networks of California, Inc",Wireless Box,08/22/2012 12:00:00 AM,APPROVED,5985567.1457599998,2104383.9667500001,,,"(37.757403052938599, -122.492954770247)"
09WR-0128,1801 18TH AVE,NORIEGA ST,18TH AVE,18TH AVE,94122,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,09/17/2009 12:00:00 AM,APPROVED,5990577.0222199997,2103088.82859,,,"(37.754138654610998, -122.475534243835)"
09WR-0067,2301 LINCOLN WAY,24TH AVE,LINCOLN WAY,LINCOLN WAY,94122,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/27/2009 12:00:00 AM,APPROVED,5988566.6574799996,2107103.5561199998,,,"(37.765045264057903, -122.482780692126)"
09WR-0067,2301 LINCOLN WAY,24TH AVE,LINCOLN WAY,LINCOLN WAY,94122,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/27/2009 12:00:00 AM,APPROVED,5988566.6574799996,2107103.5561199998,,,"(37.765045264057903, -122.482780692126)"
09WR-0065,1298 FUNSTON AVE,FUNSTON AVE,IRVING ST,IRVING ST,94122,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/24/2009 12:00:00 AM,APPROVED,5992121.7264799997,2106691.0310300002,,,"(37.764118780339999, -122.47045465491701)"
09WR-0067,2301 LINCOLN WAY,LINCOLN WAY,24TH AVE,24TH AVE,94122,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/27/2009 12:00:00 AM,APPROVED,5988566.6574799996,2107103.5561199998,,,"(37.765045264057903, -122.482780692126)"
09WR-0058,2453 LAWTON ST,LAWTON ST,30TH AVE,30TH AVE,94122,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/06/2009 12:00:00 AM,APPROVED,5986591.6591299996,2104313.0853300001,,,"(37.7572682930968, -122.48940643248299)"
14wr-0173,1734 46TH AVE,46TH AVE,MORAGA ST,MORAGA ST,94122,"NextG Networks of California, Inc",Wireless Box,08/05/2015 12:00:00 AM,APPROVED,5981965.5214,2103275.1494100001,,,"(37.754147270474, -122.50532822209701)"
10WR-0032,1691 38TH AVE,38TH AVE,MORAGA ST,MORAGA ST,94122,"NextG Network, Inc",Wireless Box,09/08/2010 12:00:00 AM,APPROVED,5984349.7561400002,2103686.9514100002,,,"(37.755417973681404, -122.497113474)"
09WR-0051,1486 40TH AVE,40TH AVE,JUDAH ST,JUDAH ST,94122,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/06/2009 12:00:00 AM,APPROVED,5983767.9331499999,2105051.4276800002,,,"(37.7591303298098, -122.499226382733)"
14wr-0175,1394 35TH AVE,35TH AVE,IRVING ST,IRVING ST,94122,"NextG Networks of California, Inc",Wireless Box,08/05/2015 12:00:00 AM,APPROVED,5985296.2860700004,2105734.7452099998,,,"(37.761096071713403, -122.493991045494)"
11WR-0077,2219 NORIEGA ST,NORIEGA ST,29TH AVE,29TH AVE,94122,"NextG Networks of California, Inc",Wireless Box,08/14/2012 12:00:00 AM,APPROVED,5987096.6344999997,2102964.3632899998,,,"(37.7535945349779, -122.487560976899)"
11WR-0072,1295 38TH AVE,38TH AVE,IRVING ST,IRVING ST,94122,"NextG Networks of California, Inc",Wireless Box,08/14/2012 12:00:00 AM,APPROVED,5984246.0729400003,2106380.8262700001,,,"(37.762808523427701, -122.497670928555)"
11WR-0072,1295 38TH AVE,IRVING ST,37TH AVE,37TH AVE,94122,"NextG Networks of California, Inc",Wireless Box,08/14/2012 12:00:00 AM,APPROVED,5984246.0729400003,2106380.8262700001,,,"(37.762808523427701, -122.497670928555)"
11WR-0076,3445 MORAGA ST,41ST AVE,MORAGA ST,MORAGA ST,94122,"NextG Networks of California, Inc",Wireless Box,11/01/2012 12:00:00 AM,APPROVED,5983527.2873099996,2103529.1495599998,,,"(37.754936460576999, -122.49994611245199)"
11WR-0073,1500 40TH AVE,KIRKHAM ST,39TH AVE,39TH AVE,94122,"NextG Networks of California, Inc",Wireless Box,08/14/2012 12:00:00 AM,APPROVED,5983773.4974499997,2104889.68194,,,"(37.758686547852498, -122.499195187442)"
11WR-0071,1305 48TH AVE,48TH AVE,IRVING ST,IRVING ST,94122,"NextG Networks of California, Inc",Wireless Box,08/13/2012 12:00:00 AM,APPROVED,5981150.3941000002,2106141.8549600001,,,"(37.761970424875003, -122.508359863005)"
11WR-0099,1599 34TH AVE,34TH AVE,LAWTON ST,LAWTON ST,94122,"NextG Networks of California, Inc",Wireless Box,08/22/2012 12:00:00 AM,APPROVED,5985567.1457599998,2104383.9667500001,,,"(37.757403052938599, -122.492954770247)"
09WR-0119,1306 28TH AVE,28TH AVE,IRVING ST,IRVING ST,94122,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,08/10/2009 12:00:00 AM,APPROVED,5987447.5015799999,2106357.6376700001,,,"(37.762931998837203, -122.486596751855)"
11WR-0110,4045 KIRKHAM ST,KIRKHAM ST,44TH AVE,44TH AVE,94122,"NextG Networks of California, Inc",Wireless Box,09/13/2012 12:00:00 AM,APPROVED,5982235.4998700004,2104845.1984299999,,,"(37.758474063843401, -122.504510899575)"
09WR-0119,1306 28TH AVE,28TH AVE,IRVING ST,IRVING ST,94122,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,08/10/2009 12:00:00 AM,APPROVED,5987447.5015799999,2106357.6376700001,,,"(37.762931998837203, -122.486596751855)"
11WR-0071,1305 48TH AVE,48TH AVE,IRVING ST,IRVING ST,94122,"NextG Networks of California, Inc",Wireless Box,08/13/2012 12:00:00 AM,APPROVED,5981150.3941000002,2106141.8549600001,,,"(37.761970424875003, -122.508359863005)"
11WR-0100,2301 NORIEGA ST,NORIEGA ST,30TH AVE,30TH AVE,94122,"NextG Networks of California, Inc",Wireless Box,08/29/2012 12:00:00 AM,APPROVED,5986815.4319799999,2102919.18096,,,"(37.753454072097803, -122.48853010351399)"
10WR-0046,3655 NORIEGA ST,44TH AVE,NORIEGA ST,NORIEGA ST,94122,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5982605.6500399997,2102810.0693000001,,,"(37.752907937905597, -122.503080107199)"
10WR-0049,1388 46TH AVE,46TH AVE,JUDAH ST,JUDAH ST,94122,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5981883.87983,2105658.3277099999,,,"(37.760685996410501, -122.505787218452)"
11WR-0100,2301 NORIEGA ST,30TH AVE,NORIEGA ST,NORIEGA ST,94122,"NextG Networks of California, Inc",Wireless Box,08/29/2012 12:00:00 AM,APPROVED,5986815.4319799999,2102919.18096,,,"(37.753454072097803, -122.48853010351399)"
10WR-0051,1834 33RD AVE,33RD AVE,IRVING ST,IRVING ST,94122,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5986019.7049000002,2102732.05174,,,"(37.752893802751601, -122.491268087666)"
10WR-0053,1255 26TH AVE,26TH AVE,LINCOLN WAY,LINCOLN WAY,94122,"NextG Network, Inc",Wireless Box,08/30/2010 12:00:00 AM,APPROVED,5987969.0143200001,2106748.6759299999,,,"(37.764036070134303, -122.48482173012501)"
11WR-0098,4002 IRVING ST,41ST AVE,IRVING ST,IRVING ST,94122,"NextG Networks of California, Inc",Wireless Box,08/22/2012 12:00:00 AM,APPROVED,5983301.9235899998,2106382.9926,,,"(37.762759081120599, -122.50093651684899)"
11WR-0079,2650 ORTEGA ST,34TH AVE,ORTEGA ST,ORTEGA ST,94122,"NextG Networks of California, Inc",Wireless Box,08/15/2012 12:00:00 AM,APPROVED,5985747.9905399997,2102338.6142099998,,,"(37.751797650440501, -122.492178746329)"
10WR-0054,1663 30TH AVE,30TH AVE,LAWTON ST,LAWTON ST,94122,"NextG Network, Inc",Wireless Box,09/08/2010 12:00:00 AM,APPROVED,5986824.82369,2103946.8157199998,,,"(37.7562762254163, -122.488573149435)"
11WR-0078,1817 44TH AVE,44TH AVE,NORIEGA ST,NORIEGA ST,94122,"NextG Networks of California, Inc",Wireless Box,08/14/2012 12:00:00 AM,APPROVED,5982519.0845999997,2102726.9756399998,,,"(37.752674697508802, -122.503373309536)"
14wr-0177,2100 LAWTON ST,LAWTON ST,27TH AVE,27TH AVE,94122,"NextG Networks of California, Inc",Wireless Box,08/05/2015 12:00:00 AM,APPROVED,5987714.7077400004,2104447.6090099998,,,"(37.757703154476197, -122.485532412681)"
11WR-0110,4045 KIRKHAM ST,45TH AVE,KIRKHAM ST,KIRKHAM ST,94122,"NextG Networks of California, Inc",Wireless Box,09/13/2012 12:00:00 AM,APPROVED,5982235.4998700004,2104845.1984299999,,,"(37.758474063843401, -122.504510899575)"
11WR-0075,1598 36TH AVE,36TH AVE,LAWTON ST,LAWTON ST,94122,"NextG Networks of California, Inc",Wireless Box,08/14/2012 12:00:00 AM,APPROVED,5985032.0999199999,2104373.9001600002,,,"(37.757344108436698, -122.494804401677)"
11WR-0073,1500 40TH AVE,40TH AVE,KIRKHAM ST,KIRKHAM ST,94122,"NextG Networks of California, Inc",Wireless Box,08/14/2012 12:00:00 AM,APPROVED,5983773.4974499997,2104889.68194,,,"(37.758686547852498, -122.499195187442)"
14wr-0172,1730 33RD AVE,33RD AVE,MORAGA ST,MORAGA ST,94122,"NextG Networks of California, Inc",Wireless Box,08/05/2015 12:00:00 AM,APPROVED,5985995.6278400002,2103439.42992,,,"(37.754834662864297, -122.49140341045501)"
14wr-0174,1531 40TH AVE,40TH AVE,KIRKHAM ST,KIRKHAM ST,94122,"NextG Networks of California, Inc",Wireless Box,08/05/2015 12:00:00 AM,APPROVED,5983693.2902600002,2104719.82467,,,"(37.7582154618839, -122.49946002360301)"
10WR-0033,1663 34TH AVE,34TH AVE,MORAGA ST,MORAGA ST,94122,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5985583.6286699995,2103904.8499199999,,,"(37.756088494192902, -122.492862477039)"
14WR-0176,1319 30TH AVE,30TH AVE,IRVING ST,IRVING ST,94122,"NextG Networks of California, Inc",Wireless Box,07/30/2015 12:00:00 AM,APPROVED,5986745.1411100002,2106258.3698200001,,,"(37.762618468164803, -122.489018643237)"
10WR-0034,1206 47TH AVE,47TH AVE,LINCOLN WAY,LINCOLN WAY,94122,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5981533.0803399999,2106835.70266,,,"(37.763898076388998, -122.507087797542)"
10WR-0048,1296 LA PLAYA ,IRVING ST,LA PLAYA,LA PLAYA,94122,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5980950.8482400002,2106264.9364100001,,,"(37.762296609221501, -122.509059141648)"
10WR-0050,1355 38TH AVE,38TH AVE,IRVING ST,IRVING ST,94122,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5984271.8163299998,2105952.4580299999,,,"(37.761633853781902, -122.497550264411)"
10WR-0074,1482 11TH AVE,11TH AVE,KIRKHAM ST,KIRKHAM ST,94122,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5992787.6287000002,2105387.5986000001,,,"(37.760578378187802, -122.46805669388699)"
10WR-0051,1834 33RD AVE,33RD AVE,NORIEGA ST,NORIEGA ST,94122,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5986019.7049000002,2102732.05174,,,"(37.752893802751601, -122.491268087666)"
10WR-0069,1501 34TH AVE,34TH AVE,KIRKHAM ST,KIRKHAM ST,94122,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5985547.4131899998,2104957.5394199998,,,"(37.758976770841997, -122.493065263392)"
10WR-0063,4205 LAWTON ST,48TH AVE,LAWTON ST,LAWTON ST,94122,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5981200.9271299997,2104120.97646,,,"(37.756424649482, -122.508035101022)"
10WR-0058,1867 39TH AVE,39TH AVE,NORIEGA ST,NORIEGA ST,94122,"NextG Network, Inc",Wireless Box,10/19/2010 12:00:00 AM,APPROVED,5984080.8019500002,2102464.98239,,,"(37.752047020820903, -122.49795335293101)"
10WR-0034,1206 47TH AVE,47TH AVE,LINCOLN WAY,LINCOLN WAY,94122,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5981533.0803399999,2106835.70266,,,"(37.763898076388998, -122.507087797542)"
10WR-0033,1663 34TH AVE,34TH AVE,LAWTON ST,LAWTON ST,94122,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5985583.6286699995,2103904.8499199999,,,"(37.756088494192902, -122.492862477039)"
10WR-0029,3607 IRVING ST,37TH AVE,IRVING ST,IRVING ST,94122,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5984549.8387399996,2106280.6538999998,,,"(37.762551280048797, -122.496612932668)"
10WR-0193,1765 NEWHALL ST,NEWHALL ST,BAYVIEW CIR,BAYVIEW CIR,94124,"NextG Network, Inc",Wireless Box,01/31/2011 12:00:00 AM,APPROVED,6013877.6104699997,2094898.3764599999,,,"(37.732972579652099, -122.394381043267)"
10WR-0193,1765 NEWHALL ST,BAYVIEW CIR,NEWHALL ST,NEWHALL ST,94124,"NextG Network, Inc",Wireless Box,01/31/2011 12:00:00 AM,APPROVED,6013877.6104699997,2094898.3764599999,,,"(37.732972579652099, -122.394381043267)"
10WR-0189,1355 QUINT ST,QUINT ST,NEWCOMB AVE,NEWCOMB AVE,94124,"NextG Network, Inc",Wireless Box,01/31/2011 12:00:00 AM,APPROVED,6013550.7859899998,2096705.25835,,,"(37.737915730719997, -122.395637521952)"
10WR-0195,974 INGERSON AVE,INGERSON AVE,REDONDO ST,REDONDO ST,94124,"NextG Network, Inc",Wireless Box,01/31/2011 12:00:00 AM,APPROVED,6014338.9858600004,2089773.3972100001,,,"(37.718926051345797, -122.392427592275)"
10WR-0196,1191 QUESADA AVE,QUESADA AVE,CRISP RD,CRISP RD,94124,"NextG Network, Inc",Wireless Box,01/07/2011 12:00:00 AM,APPROVED,6017408.2549799997,2092954.43285,,,"(37.727830524819801, -122.382039385453)"
10WR-0196,1191 QUESADA AVE,CRISP RD,QUESADA AVE,QUESADA AVE,94124,"NextG Network, Inc",Wireless Box,01/07/2011 12:00:00 AM,APPROVED,6017408.2549799997,2092954.43285,,,"(37.727830524819801, -122.382039385453)"
10WR-0197,170 KISKA RD,INGALLS ST,KISKA RD,KISKA RD,94124,"NextG Network, Inc",Wireless Box,01/24/2011 12:00:00 AM,APPROVED,6018832.2212899998,2093973.7169000001,,,"(37.7307078204785, -122.377187339131)"
10WR-0189,1355 QUINT ST,OAKDALE AVE,QUINT ST,QUINT ST,94124,"NextG Network, Inc",Wireless Box,01/31/2011 12:00:00 AM,APPROVED,6013550.7859899998,2096705.25835,,,"(37.737915730719997, -122.395637521952)"
10WR-0195,974 INGERSON AVE,INGALLS ST,INGERSON AVE,INGERSON AVE,94124,"NextG Network, Inc",Wireless Box,01/31/2011 12:00:00 AM,APPROVED,6014338.9858600004,2089773.3972100001,,,"(37.718926051345797, -122.392427592275)"
10WR-0102,2590 15TH AVE,15TH AVE,ULLOA ST,ULLOA ST,94127,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5991791.4748499999,2097816.7069100002,,,"(37.739733094011903, -122.470950373649)"
10WR-0186,44 EDGEHILL WAY,EDGEHILL WAY,GARCIA AVE,GARCIA AVE,94127,"NextG Network, Inc",Wireless Box,01/03/2011 12:00:00 AM,APPROVED,5994863.5959999999,2099093.3408400002,,,"(37.7434156119511, -122.460420838066)"
10WR-0201,60 GARCIA AVE,PACHECO ST,GARCIA AVE,GARCIA AVE,94127,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,01/21/2011 12:00:00 AM,APPROVED,5995137.9369900003,2099378.6076600002,,,"(37.744214661616702, -122.459492898826)"
10WR-0102,2590 15TH AVE,15TH AVE,VICENTE ST,VICENTE ST,94127,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5991791.4748499999,2097816.7069100002,,,"(37.739733094011903, -122.470950373649)"
10WR-0178,11 SHERWOOD CT,DALEWOOD WAY,LANSDALE AVE \ MYRA WAY \ SHERWOOD CT,LANSDALE AVE \ MYRA WAY \ SHERWOOD CT,94127,"NextG Network, Inc",Wireless Box,01/18/2011 12:00:00 AM,APPROVED,5996771.5160699999,2096421.75859,,,"(37.7361896694444, -122.45363090392701)"
10WR-0178,11 SHERWOOD CT,SHERWOOD CT,DALEWOOD WAY \ LANSDALE AVE \ MYRA WAY,DALEWOOD WAY \ LANSDALE AVE \ MYRA WAY,94127,"NextG Network, Inc",Wireless Box,01/18/2011 12:00:00 AM,APPROVED,5996771.5160699999,2096421.75859,,,"(37.7361896694444, -122.45363090392701)"
10WR-0168,729 JOOST AVE,JOOST AVE,GENNESSEE ST,GENNESSEE ST,94127,"NextG Network, Inc",Wireless Box,01/18/2011 12:00:00 AM,APPROVED,5997257.3287500003,2094953.7234700001,,,"(37.732186635752697, -122.45184538548401)"
09WR-0064,2700 14TH AVE,14TH AVE,WAWONA ST,WAWONA ST,94127,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/07/2009 12:00:00 AM,APPROVED,5992215.9753099997,2097344.8883000002,,,"(37.738462141526, -122.46944830920999)"
15wr-0240,70 GARCIA AVE,GARCIA AVE,PACHECO ST,PACHECO ST,94127,"T-Mobile USA, Inc.",Wireless Box,07/31/2015 12:00:00 AM,APPROVED,5995087.15625,2099330.4443700002,,,"(37.744079497250297, -122.459664998634)"
09WR-0064,2700 14TH AVE,14TH AVE,WAWONA ST,WAWONA ST,94127,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/07/2009 12:00:00 AM,APPROVED,5992215.9753099997,2097344.8883000002,,,"(37.738462141526, -122.46944830920999)"
10WR-0084,274 SUSSEX ST,SUSSEX ST,CONRAD ST,CONRAD ST,94131,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,6001382.97535,2096493.5009000001,,,"(37.736649940951303, -122.43769236631201)"
09WR-0017,40 MATEO ST,MATEO ST,BEMIS ST,BEMIS ST,94131,"NextG Network, Inc.",Wireless Box,09/03/2009 12:00:00 AM,APPROVED,6003683.3710099999,2096564.45909,,,"(37.7369753072349, -122.429743967333)"
08WR-0039,63 SUNVIEW DR,SUNVIEW DR,END,END,94131,"NextG Networks of California, Inc",Wireless Box,11/26/2008 12:00:00 AM,APPROVED,5998819.2107899999,2100388.5544599998,,,"(37.747198713700101, -122.446836559852)"
09WR-0125,1301 DIAMOND ST,DIAMOND ST,CESAR CHAVEZ ST,CESAR CHAVEZ ST,94131,"NextG Network, Inc.",Wireless Box,08/17/2009 12:00:00 AM,APPROVED,6002030.0295000002,2100266.9621799998,,,"(37.747047754133597, -122.435725117546)"
09WR-0054,1502 NOE ST,NOE ST,28TH ST,28TH ST,94131,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/08/2009 12:00:00 AM,APPROVED,6003264.5499999998,2099431.0009300001,,,"(37.744822444997602, -122.431396586858)"
15wr-0243,310 CONGO ST,CONGO ST,MONTEREY BLVD,MONTEREY BLVD,94131,"T-Mobile USA, Inc.",Wireless Box,07/31/2015 12:00:00 AM,APPROVED,6000108.8171399999,2094707.2567700001,,,"(37.7316728020241, -122.44196949663301)"
09WR-0054,1502 NOE ST,NOE ST,VALLEY ST,VALLEY ST,94131,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/08/2009 12:00:00 AM,APPROVED,6003264.5499999998,2099431.0009300001,,,"(37.744822444997602, -122.431396586858)"
11WR-0050,1550 DIAMOND ST,DIAMOND ST,DUNCAN ST,DUNCAN ST,94131,"ExteNet Systems, Inc.",Wireless Box,12/21/2011 12:00:00 AM,APPROVED,6001976.6037600003,2099476.1074700002,,,"(37.744873218657098, -122.435853282162)"
10WR-0081,3040 CASTRO ST,CASTRO ST,BEMIS ST \ SUSSEX ST,BEMIS ST \ SUSSEX ST,94131,"NextG Networks of California, Inc",Wireless Box,10/02/2012 12:00:00 AM,APPROVED,6002848.19355,2095972.8027900001,,,"(37.7353034261305, -122.432589297045)"
10WR-0171,60 MELROSE AVE,MELROSE AVE,CONGO ST,CONGO ST,94131,"NextG Network, Inc",Wireless Box,01/26/2011 12:00:00 AM,APPROVED,5999718.2358999997,2095541.59598,,,"(37.7339414370215, -122.44337971692499)"
09WR-0138,175 FARNUM ST,FARNUM ST,MORELAND ST,MORELAND ST,94131,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,10/22/2009 12:00:00 AM,APPROVED,6002496.6771900002,2097132.7072999999,,,"(37.738468316093801, -122.433887498153)"
10WR-0010,595 29TH ST,29TH ST,CASTRO ST \ DAY ST,CASTRO ST \ DAY ST,94131,"NextG Network, Inc",Wireless Box,09/22/2010 12:00:00 AM,APPROVED,6002787.0483299997,2098848.7124000001,,,"(37.743196542488597, -122.433006102444)"
10WR-0010,595 29TH ST,29TH ST,NOE ST,NOE ST,94131,"NextG Network, Inc",Wireless Box,09/22/2010 12:00:00 AM,APPROVED,6002787.0483299997,2098848.7124000001,,,"(37.743196542488597, -122.433006102444)"
11WR-0004,210 MOFFITT ST,MOFFITT ST,BEMIS ST \ ROANOKE ST,BEMIS ST \ ROANOKE ST,94131,"NextG Networks of California, Inc",Wireless Box,09/07/2011 12:00:00 AM,APPROVED,6002389.9900700003,2097171.6832699999,,,"(37.7385692802373, -122.434259155807)"
09WR-0111,5175 DIAMOND HEIGHTS BLVD,SAFIRA LN,27TH ST,27TH ST,94131,"NextG Network, Inc.",Wireless Box,03/03/2010 12:00:00 AM,APPROVED,6000803.50079,2099949.3328999998,,,"(37.746105874484201, -122.439943568513)"
10WR-0085,10 ARBOR ST,ARBOR ST,DIAMOND ST,DIAMOND ST,94131,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,6002183.8126600003,2097008.6553799999,,,"(37.738109938853597, -122.43496036139)"
09WR-0125,1301 DIAMOND ST,CESAR CHAVEZ ST,DIAMOND ST,DIAMOND ST,94131,"NextG Network, Inc.",Wireless Box,08/17/2009 12:00:00 AM,APPROVED,6002030.0295000002,2100266.9621799998,,,"(37.747047754133597, -122.435725117546)"
10WR-0097,3888 26TH ST,26TH ST,DOLORES ST,DOLORES ST,94131,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,6004654.4435400004,2100788.1579900002,,,"(37.7486275595355, -122.42668722141001)"
