Permit_Number,Permit_Address,Street_Name,Cross_Street_1,Cross_Street_2,Permit_ZipCode,Applicant,Permit_Purpose,Permit_Approval_Date,Permit_Status,X,Y,Latitude,Longitude,Location1
15WR-0389,500 SANSOME ST,SANSOME ST,CLAY ST,CLAY ST,94111,"ExteNet Systems, Inc.",Wireless Box,08/28/2015 12:00:00 AM,APPROVED,6012310.0896500004,2117564.4016700001,,,"(37.795121167371903, -122.401392740597)"
15WR-0450,370 DRUMM ST,DRUMM ST,WASHINGTON ST,WASHINGTON ST,94111,"ExteNet Systems, Inc.",Wireless Box,08/31/2015 12:00:00 AM,APPROVED,6013616.0407800004,2118213.1930200001,,,"(37.796975372698299, -122.396919427455)"
15WR-0038,475 SACRAMENTO ST,SACRAMENTO ST,BATTERY ST,BATTERY ST,94111,"ExteNet Systems, Inc.",Wireless Box,09/14/2015 12:00:00 AM,APPROVED,6012498.0797600001,2117138.3139399998,,,"(37.793961718807502, -122.400712314031)"
15WR-0117,222 FRONT ST,FRONT ST,CALIFORNIA ST,CALIFORNIA ST,94111,"ExteNet Systems, Inc.",Wireless Box,08/12/2015 12:00:00 AM,APPROVED,6013073.1753900005,2117070.27208,,,"(37.793806950595901, -122.398717635518)"
14WR-0073,1025 SANSOME ST,SANSOME ST,VALLEJO ST,VALLEJO ST,94111,"ExteNet Systems, Inc.",Wireless Box,05/29/2015 12:00:00 AM,APPROVED,6011919.3981699999,2119275.21649,,,"(37.799796847064997, -122.40286498295001)"
15WR-0060,394 PACIFIC AVE,PACIFIC AVE,BATTERY ST,BATTERY ST,94111,"ExteNet Systems, Inc.",Wireless Box,08/21/2015 12:00:00 AM,APPROVED,6012207.4064600002,2118475.33653,,,"(37.797616646642702, -122.401812105129)"
15WR-0118,151 UNION ST,UNION ST,ICEHOUSE ALY,ICEHOUSE ALY,94111,"ExteNet Systems, Inc.",Wireless Box,08/21/2015 12:00:00 AM,APPROVED,6012210.2450299999,2119752.0032700002,,,"(37.801122224109101, -122.401892073097)"
10WR-0174,812 PERU AVE,PERU AVE,AVALON AVE \ FELTON ST,AVALON AVE \ FELTON ST,94112,"NextG Network, Inc",Wireless Box,01/26/2011 12:00:00 AM,APPROVED,6005434.0860099997,2092144.6578899999,,,"(37.724938492864503, -122.423376849568)"
09WR-0046,926 AVALON AVE,AVALON AVE,LA GRANDE AVE,LA GRANDE AVE,94112,"Newpath Networks, LLC.",Wireless Box,07/21/2009 12:00:00 AM,ACTIVE,6005088.2225299999,2091989.85932,,,"(37.724493923411799, -122.424561455296)"
09WR-0120,800 HOLLOWAY AVE,HOLLOWAY AVE,JULES AVE,JULES AVE,94112,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,08/10/2009 12:00:00 AM,APPROVED,5994417.7123800004,2091277.8364599999,,,"(37.721930494438197, -122.461396119207)"
10WR-0036,4199 MISSION ST,NEY ST,MISSION ST,MISSION ST,94112,"Newpath Networks, LLC.",Wireless Box,08/02/2010 12:00:00 AM,APPROVED,6003660.0780800004,2094084.52245,,,"(37.730164643353604, -122.429647682362)"
08WR-0022,530 MOSCOW ST,MOSCOW ST,PERSIA AVE,PERSIA AVE,94112,"Newpath Networks, LLC.",Wireless Box,06/05/2008 12:00:00 AM,APPROVED,6003676.8726599999,2090109.3325700001,,,"(37.719250605908599, -122.429306267141)"
10WR-0162,643 EDINBURG ST,EDINBURGH ST,RUSSIA AVE,RUSSIA AVE,94112,"NextG Network, Inc",Wireless Box,02/04/2011 12:00:00 AM,APPROVED,6002383.49914,2090009.4010300001,,,"(37.718902908556601, -122.433769827207)"
10WR-0134,258 BRIGHTON AVE,BRIGHTON AVE,HOLLOWAY AVE,HOLLOWAY AVE,94112,"NextG Network, Inc",Wireless Box,11/08/2010 12:00:00 AM,APPROVED,5996283.0767599996,2091603.80235,,,"(37.722932704662099, -122.45497160581399)"
10WR-0133,837 HOLLOWAY AVE,ASHTON AVE,HOLLOWAY AVE,HOLLOWAY AVE,94112,"NextG Network, Inc",Wireless Box,01/24/2011 12:00:00 AM,APPROVED,5994243.3406800004,2091189.8277799999,,,"(37.721678806239701, -122.461992494697)"
10WR-0126,144 LAKEVIEW AVE,MAJESTIC AVE,RIDGE LN,RIDGE LN,94112,"NextG Network, Inc",Wireless Box,11/02/2010 12:00:00 AM,APPROVED,5997184.3085500002,2089426.3851099999,,,"(37.717005685159101, -122.451699255853)"
08WR-0029,619 FRANCE AVE,FRANCE AVE,NAPLES ST,NAPLES ST,94112,"Newpath Networks, LLC.",Wireless Box,06/05/2008 12:00:00 AM,APPROVED,6002561.6691899998,2089548.7542900001,,,"(37.717648183248599, -122.43312106899199)"
09WR-0046,926 AVALON AVE,AVALON AVE,MOSCOW ST,MOSCOW ST,94112,"Newpath Networks, LLC.",Wireless Box,07/21/2009 12:00:00 AM,ACTIVE,6005088.2225299999,2091989.85932,,,"(37.724493923411799, -122.424561455296)"
10WR-0132,519 MOUNT VERNON AVE,MOUNT VERNON AVE,SAN MIGUEL ST,SAN MIGUEL ST,94112,"NextG Network, Inc",Wireless Box,01/18/2011 12:00:00 AM,APPROVED,5997715.9255999997,2090091.88148,,,"(37.718863415875099, -122.449909655707)"
10WR-0145,644 MORSE ST,MORSE ST,GUTTENBERG ST,GUTTENBERG ST,94112,"NextG Network, Inc",Wireless Box,01/18/2011 12:00:00 AM,APPROVED,5999053.2953000003,2087376.4125099999,,,"(37.7114837871231, -122.445091800437)"
08WR-0028,529 SILVER AVE,SILVER AVE,CONGDON ST,CONGDON ST,94112,"Newpath Networks, LLC.",Wireless Box,06/05/2008 12:00:00 AM,APPROVED,6004905.5434400002,2093552.26859,,,"(37.728773636441403, -122.425304083016)"
10WR-0146,1198 NAPLES ST,NAPLES ST,ATHENS ST,ATHENS ST,94112,"NextG Network, Inc",Wireless Box,01/18/2011 12:00:00 AM,APPROVED,6001158.1004699999,2087560.8707999999,,,"(37.712110179988002, -122.43783026184499)"
10WR-0146,1198 NAPLES ST,NEWTON ST,BRUNSWICK ST,BRUNSWICK ST,94112,"NextG Network, Inc",Wireless Box,01/18/2011 12:00:00 AM,APPROVED,6001158.1004699999,2087560.8707999999,,,"(37.712110179988002, -122.43783026184499)"
10WR-0154,34 BANNOCK ST,BANNOCK ST,SENECA AVE,SENECA AVE,94112,"NextG Network, Inc",Wireless Box,01/18/2011 12:00:00 AM,APPROVED,5999893.9219000004,2090018.1523,,,"(37.718785352916498, -122.44237591695099)"
09WR-0082,357 ATHENS ST,ATHENS ST,EXCELSIOR AVE,EXCELSIOR AVE,94112,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/15/2009 12:00:00 AM,APPROVED,6004136.6496299999,2091186.42818,,,"(37.722234093171402, -122.427793696169)"
10WR-0125,80 FARALLONES ST,FARALLONES ST,SAN JOSE AVE \ WHIPPLE AVE,SAN JOSE AVE \ WHIPPLE AVE,94112,"NextG Network, Inc",Wireless Box,11/02/2010 12:00:00 AM,APPROVED,5996150.3378499998,2088418.5318100001,,,"(37.714179085114303, -122.45520038141299)"
10WR-0132,519 MOUNT VERNON AVE,MOUNT VERNON AVE,TARA ST,TARA ST,94112,"NextG Network, Inc",Wireless Box,01/18/2011 12:00:00 AM,APPROVED,5997715.9255999997,2090091.88148,,,"(37.718863415875099, -122.449909655707)"
10WR-0132,519 MOUNT VERNON AVE,TARA ST,MOUNT VERNON AVE,MOUNT VERNON AVE,94112,"NextG Network, Inc",Wireless Box,01/18/2011 12:00:00 AM,APPROVED,5997715.9255999997,2090091.88148,,,"(37.718863415875099, -122.449909655707)"
10WR-0133,837 HOLLOWAY AVE,HOLLOWAY AVE,JULES AVE,JULES AVE,94112,"NextG Network, Inc",Wireless Box,01/24/2011 12:00:00 AM,APPROVED,5994243.3406800004,2091189.8277799999,,,"(37.721678806239701, -122.461992494697)"
10WR-0135,141 SADOWA ST,SADOWA ST,PLYMOUTH AVE,PLYMOUTH AVE,94112,"NextG Network, Inc",Wireless Box,11/08/2010 12:00:00 AM,APPROVED,5995527.6665200004,2087708.4718800001,,,"(37.712193682216302, -122.457301223681)"
10WR-0144,328 BALTIMORE WAY,BALTIMORE WAY,END,END,94112,"NextG Network, Inc",Wireless Box,01/18/2011 12:00:00 AM,APPROVED,6001116.3715500003,2086354.04742,,,"(37.708794136749397, -122.437888104031)"
10WR-0147,50 OLIVER ST,OLIVER ST,MISSION ST,MISSION ST,94112,"NextG Network, Inc",Wireless Box,02/04/2011 12:00:00 AM,APPROVED,5997537.3941299999,2086437.1351900001,,,"(37.708818106579301, -122.45026346325101)"
10WR-0152,18 ATHENS ST,ATHENS ST,MADISON ST,MADISON ST,94112,"NextG Network, Inc",Wireless Box,01/26/2011 12:00:00 AM,APPROVED,6005315.1302199997,2093223.8365100001,,,"(37.727894965935597, -122.423864768946)"
10WR-0174,812 PERU AVE,AVALON AVE,FELTON ST \ PERU AVE,FELTON ST \ PERU AVE,94112,"NextG Network, Inc",Wireless Box,01/26/2011 12:00:00 AM,APPROVED,6005434.0860099997,2092144.6578899999,,,"(37.724938492864503, -122.423376849568)"
09WR-0120,800 HOLLOWAY AVE,JULES AVE,HOLLOWAY AVE,HOLLOWAY AVE,94112,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,08/10/2009 12:00:00 AM,APPROVED,5994417.7123800004,2091277.8364599999,,,"(37.721930494438197, -122.461396119207)"
10WR-0130,36 MONTANA ST,MONTANA ST,JOSIAH AVE \ SUMMIT ST,JOSIAH AVE \ SUMMIT ST,94112,"NextG Network, Inc",Wireless Box,11/08/2010 12:00:00 AM,APPROVED,5996285.7785200002,2089347.71401,,,"(37.716738172282597, -122.454799342169)"
10WR-0129,59 MIRAMAR AVE,MIRAMAR AVE,LAKEVIEW AVE,LAKEVIEW AVE,94112,"NextG Network, Inc",Wireless Box,01/26/2011 12:00:00 AM,APPROVED,5995290.3405499998,2090305.5099899999,,,"(37.719310903011099, -122.458309342307)"
09WR-0049,237 BRAZIL AVE,BRAZIL AVE,PARIS ST,PARIS ST,94112,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/06/2009 12:00:00 AM,APPROVED,6002683.0455799997,2091817.4961399999,,,"(37.723884528212302, -122.432863514377)"
08WR-0034,3745 23RD ST,23RD ST,CHATTANOOGA ST,CHATTANOOGA ST,94114,"NextG Networks of California, Inc",Wireless Box,11/26/2008 12:00:00 AM,APPROVED,6004797.3313800003,2102469.9423600002,,,"(37.7532534263364, -122.426312839085)"
10WR-0100,746 DOUGLASS ST,DOUGLASS ST,ELIZABETH ST,ELIZABETH ST,94114,"NextG Network, Inc",Wireless Box,09/27/2010 12:00:00 AM,APPROVED,6001211.4848800004,2102069.3736100001,,,"(37.751950216391698, -122.43868470008)"
08WR-0032,181 YUKON ST,YUKON ST,SHORT ST,SHORT ST,94114,"NextG Networks of California, Inc",Wireless Box,11/26/2008 12:00:00 AM,APPROVED,6000218.8257799996,2103926.21208,,,"(37.756992121785601, -122.442250730944)"
10WR-0204,297 STATES ST,LEVANT ST,STATES ST,STATES ST,94114,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,01/24/2011 12:00:00 AM,APPROVED,6000310.3902200004,2106790.5970999999,,,"(37.764862235283999, -122.442139674865)"
10WR-0204,297 STATES ST,LEVANT ST,STATES ST,STATES ST,94114,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,01/24/2011 12:00:00 AM,APPROVED,6000310.3902200004,2106790.5970999999,,,"(37.764862235283999, -122.442139674865)"
09WR-0142,1290 SANCHEZ ST,SANCHEZ ST,CLIPPER ST,CLIPPER ST,94114,"NextG Networks of California, Inc",Wireless Box,09/06/2011 12:00:00 AM,APPROVED,6003835.5012800004,2100760.3053600001,,,"(37.748504748443096, -122.429517127957)"
10WR-0079,124 LOWER TER,LEVANT ST,LOWER TER,LOWER TER,94114,"NextG Network, Inc",Wireless Box,11/15/2010 12:00:00 AM,APPROVED,6000310.9040000001,2106235.6031300002,,,"(37.763338388758598, -122.44209805664001)"
09WR-0007,3800 21ST ST,21ST ST,NOE ST,NOE ST,94114,"NextG Network, Inc.",Wireless Box,09/25/2009 12:00:00 AM,APPROVED,6003020.3739799997,2103621.8924799999,,,"(37.756315803751697, -122.432540190067)"
11WR-0049,803 DOUGLASS ST,DOUGLASS ST,24TH ST,24TH ST,94114,"ExteNet Systems, Inc.",Wireless Box,12/21/2011 12:00:00 AM,APPROVED,6001281.5579000004,2101711.5498500001,,,"(37.750971704252201, -122.438416744195)"
10WR-0096,420 JERSEY ST,JERSEY ST,CASTRO ST,CASTRO ST,94114,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,6002298.2340200003,2101534.6102399998,,,"(37.750543646940301, -122.434888331102)"
10WR-0100,746 DOUGLASS ST,DOUGLASS ST,23RD ST,23RD ST,94114,"NextG Network, Inc",Wireless Box,09/27/2010 12:00:00 AM,APPROVED,6001211.4848800004,2102069.3736100001,,,"(37.751950216391698, -122.43868470008)"
09WR-0142,1290 SANCHEZ ST,26TH ST,SANCHEZ ST,SANCHEZ ST,94114,"NextG Networks of California, Inc",Wireless Box,09/06/2011 12:00:00 AM,APPROVED,6003835.5012800004,2100760.3053600001,,,"(37.748504748443096, -122.429517127957)"
09WR-0040,3974 22ND ST,22ND ST,COLLINGWOOD ST,COLLINGWOOD ST,94114,"NextG Network, Inc.",Wireless Box,09/03/2009 12:00:00 AM,APPROVED,6002010.8723900001,2102980.5709299999,,,"(37.754497589979401, -122.43598550259)"
08WR-0036,292 EUREKA ST,20TH ST,EUREKA ST,EUREKA ST,94114,"NextG Network, Inc.",Wireless Box,11/26/2008 12:00:00 AM,APPROVED,6001425.65276,2104127.9876000001,,,"(37.757614855486601, -122.438091529071)"
11WR-0046,544 CHURCH ST,CHURCH ST,17TH ST,17TH ST,94114,"ExteNet Systems, Inc.",Wireless Box,12/21/2011 12:00:00 AM,APPROVED,6004202.5681400001,2105750.1526600001,,,"(37.762226470112303, -122.42860345480101)"
09WR-0018,4606 25TH ST,25TH ST,HOFFMAN AVE,HOFFMAN AVE,94114,"NextG Network, Inc.",Wireless Box,09/03/2009 12:00:00 AM,APPROVED,6000599.4096600004,2101148.1500499998,,,"(37.749385919235102, -122.440735264583)"
09WR-0008      ,3700 22ND ST,22ND ST,SANCHEZ ST,SANCHEZ ST,94114,"NextG Network, Inc.",Wireless Box,09/03/2009 12:00:00 AM,APPROVED,6003698.8174999999,2103074.5874700001,,,"(37.754851483764497, -122.43015485484899)"
11WR-0123,806 NOE ST,21ST ST,NOE ST,NOE ST,94114,"NextG Networks of California, Inc",Wireless Box,10/24/2012 12:00:00 AM,APPROVED,6003037.5806400003,2103518.8149299999,,,"(37.756033753115901, -122.432473321437)"
15wr-0246,297 STATES ST,LEVANT ST,STATES ST,STATES ST,94114,"T-Mobile USA, Inc.",Wireless Box,07/31/2015 12:00:00 AM,APPROVED,6000310.3902200004,2106790.5970999999,,,"(37.764862235283999, -122.442139674865)"
15wr-0245,1290 CLAYTON ST,CLAYTON ST,DEMING ST,DEMING ST,94114,"T-Mobile USA, Inc.",Wireless Box,07/31/2015 12:00:00 AM,APPROVED,5999108.1012899997,2105250.8121199999,,,"(37.760565778812399, -122.446187300047)"
08WR-0046,243 GRAND VIEW AVE,GRAND VIEW AVE,MORGAN ALY,MORGAN ALY,94114,"NextG Networks of California, Inc",Wireless Box,11/26/2008 12:00:00 AM,APPROVED,6000620.3292399999,2102976.5811100001,,,"(37.754407540901902, -122.440794065997)"
08WR-0049,970 ELIZABETH ST,ELIZABETH ST,HOFFMAN AVE,HOFFMAN AVE,94114,"NextG Networks of California, Inc",Wireless Box,12/08/2008 12:00:00 AM,APPROVED,6000238.8870900003,2102004.8855499998,,,"(37.751717770074201, -122.442043444313)"
10WR-0076,170 DIAMOND ST,DIAMOND ST,18TH ST,18TH ST,94114,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,6001695.4894899996,2104849.0530900001,,,"(37.759610068774599, -122.437209953208)"
08WR-0050,998 SANCHEZ ST,SANCHEZ ST,ALVARADO ST,ALVARADO ST,94114,"NextG Networks of California, Inc",Wireless Box,11/26/2008 12:00:00 AM,APPROVED,6003736.6563400002,2102525.8930299999,,,"(37.753347041326798, -122.429984859583)"
09WR-0012,610 CLIPPER ST,CLIPPER ST,DOUGLASS ST,DOUGLASS ST,94114,"NextG Network, Inc.",Wireless Box,09/03/2009 12:00:00 AM,APPROVED,6001226.17612,2100921.0665199999,,,"(37.7487980757451, -122.438551627384)"
08WR-0051,335 GRAND VIEW AVE,GRAND VIEW AVE,ALVARADO ST \ DIXIE ALY,ALVARADO ST \ DIXIE ALY,94114,"NextG Networks of California, Inc",Wireless Box,11/26/2008 12:00:00 AM,APPROVED,6000167.8895300003,2102340.1594799999,,,"(37.752634304789098, -122.442313029169)"
09WR-0009,1333 CASTRO ST,JERSEY ST,NOE ST,NOE ST,94114,"NextG Network, Inc.",Wireless Box,09/03/2009 12:00:00 AM,APPROVED,6002599.9184499998,2101610.4234099998,,,"(37.750768936156298, -122.43385050224801)"
11WR-0038,4227 20TH ST,20TH ST,CASTRO ST,CASTRO ST,94114,"ExteNet Systems, Inc.",Wireless Box,12/20/2011 12:00:00 AM,APPROVED,6002231.5097399997,2104037.7656700001,,,"(37.757412924849, -122.435298098258)"
11WR-0040,104 EAGLE ST,EAGLE ST,MONO ST,MONO ST,94114,"ExteNet Systems, Inc.",Wireless Box,03/15/2012 12:00:00 AM,APPROVED,5999812.52049,2104501.92386,,,"(37.758549719741602, -122.44369724168)"
11WR-0047,698 GRAND VIEW AVE,GRAND VIEW AVE,24TH ST,24TH ST,94114,"ExteNet Systems, Inc.",Wireless Box,12/21/2011 12:00:00 AM,APPROVED,6000026.3898099996,2101151.8495200002,,,"(37.7493634276412, -122.442717040462)"
09WR-0040,3974 22ND ST,22ND ST,COLLINGWOOD ST,COLLINGWOOD ST,94114,"NextG Network, Inc.",Wireless Box,09/03/2009 12:00:00 AM,APPROVED,6002010.8723900001,2102980.5709299999,,,"(37.754497589979401, -122.43598550259)"
11WR-0123,806 NOE ST,21ST ST,NOE ST,NOE ST,94114,"NextG Networks of California, Inc",Wireless Box,10/24/2012 12:00:00 AM,APPROVED,6003037.5806400003,2103518.8149299999,,,"(37.756033753115901, -122.432473321437)"
15wr-0242,2503 15TH ST,15TH ST,BUENA VISTA TER,BUENA VISTA TER,94114,"T-Mobile USA, Inc.",Wireless Box,07/31/2015 12:00:00 AM,APPROVED,6001356.9363599997,2107257.4888900002,,,"(37.766203791973403, -122.438553402614)"
11WR-0119,404 VICKSBURG ST,VICKSBURG ST,JERSEY ST,JERSEY ST,94114,"NextG Networks of California, Inc",Wireless Box,09/06/2012 12:00:00 AM,APPROVED,6004126.1955899997,2101520.7674199999,,,"(37.750609254878299, -122.42856611075899)"
09WR-0087,1290 CLAYTON ST,CLAYTON ST,DEMING ST,DEMING ST,94114,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/29/2009 12:00:00 AM,APPROVED,5999108.1012899997,2105250.8121199999,,,"(37.760565778812399, -122.446187300047)"
08WR-0037,3660 22ND ST,22ND ST,VICKSBURG ST,VICKSBURG ST,94114,"NextG Networks of California, Inc",Wireless Box,11/26/2008 12:00:00 AM,APPROVED,6003986.6817600001,2103090.4762200001,,,"(37.754911410468097, -122.429160473048)"
10WR-0079,124 LOWER TER,LEVANT ST,VULCAN STWY,VULCAN STWY,94114,"NextG Network, Inc",Wireless Box,11/15/2010 12:00:00 AM,APPROVED,6000310.9040000001,2106235.6031300002,,,"(37.763338388758598, -122.44209805664001)"
11WR-0124,602 CASTRO ST,CASTRO ST,19TH ST,19TH ST,94114,"NextG Networks of California, Inc",Wireless Box,09/05/2012 12:00:00 AM,APPROVED,6002320.5892899996,2104630.0997799998,,,"(37.7590443899837, -122.43503238898001)"
10WR-0098,996 NOE ST,23RD ST,NOE ST,NOE ST,94114,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,6003093.0614999998,2102517.47835,,,"(37.753287466669299, -122.432209942038)"
11WR-0124,602 CASTRO ST,19TH ST,CASTRO ST,CASTRO ST,94114,"NextG Networks of California, Inc",Wireless Box,09/05/2012 12:00:00 AM,APPROVED,6002320.5892899996,2104630.0997799998,,,"(37.7590443899837, -122.43503238898001)"
10WR-0078,131 DANVERS ST,DANVERS ST,18TH ST,18TH ST,94114,"NextG Network, Inc",Wireless Box,08/30/2010 12:00:00 AM,APPROVED,5999992.7077900004,2105000.0544199999,,,"(37.759927739025798, -122.443109849547)"
11WR-0035,901 SANCHEZ ST,22ND ST,VICKSBURG ST,VICKSBURG ST,94114,"ExteNet Systems, Inc.",Wireless Box,02/28/2012 12:00:00 AM,APPROVED,6003808.8454999998,2103003.4849299998,,,"(37.754662484161202, -122.429769276345)"
10WR-0098,996 NOE ST,NOE ST,ALVARADO ST,ALVARADO ST,94114,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,6003093.0614999998,2102517.47835,,,"(37.753287466669299, -122.432209942038)"
09WR-0126,589 ALVARADO ST,ALVARADO ST,CASTRO ST,CASTRO ST,94114,"NextG Network, Inc.",Wireless Box,09/25/2009 12:00:00 AM,APPROVED,6002562.4677400002,2102640.5673500001,,,"(37.753595341544901, -122.434053640378)"
11WR-0119,404 VICKSBURG ST,JERSEY ST,VICKSBURG ST,VICKSBURG ST,94114,"NextG Networks of California, Inc",Wireless Box,09/06/2012 12:00:00 AM,APPROVED,6004126.1955899997,2101520.7674199999,,,"(37.750609254878299, -122.42856611075899)"
09WR-0126,589 ALVARADO ST,ALVARADO ST,NOE ST,NOE ST,94114,"NextG Network, Inc.",Wireless Box,09/25/2009 12:00:00 AM,APPROVED,6002562.4677400002,2102640.5673500001,,,"(37.753595341544901, -122.434053640378)"
10WR-0009,104 EAGLE ST,CASELLI AVE,EAGLE ST,EAGLE ST,94114,"ExteNet Systems, Inc.",Wireless Box,05/05/2010 12:00:00 AM,APPROVED,5999812.52049,2104501.92386,,,"(37.758549719741602, -122.44369724168)"
10WR-0011,3800 21ST ST,21ST ST,NOE ST,NOE ST,94114,"NextG Network, Inc.",Wireless Box,05/10/2010 12:00:00 AM,APPROVED,6003020.3739799997,2103621.8924799999,,,"(37.756315803751697, -122.432540190067)"
11WR-0051,1635 CASTRO ST,CASTRO ST,CLIPPER ST,CLIPPER ST,94114,"ExteNet Systems, Inc.",Wireless Box,12/21/2011 12:00:00 AM,APPROVED,6002647.9213100001,2100746.4848500001,,,"(37.748399488653398, -122.433622767304)"
08WR-0035,163 JERSEY ST,VICKSBURG ST,JERSEY ST,JERSEY ST,94114,"NextG Network, Inc.",Wireless Box,11/26/2008 12:00:00 AM,APPROVED,6004091.9082500003,2101553.4983299999,,,"(37.750697185874898, -122.42868701213099)"
11WR-0044,1192 SANCHEZ ST,SANCHEZ ST,JERSEY ST,JERSEY ST,94114,"ExteNet Systems, Inc.",Wireless Box,02/23/2012 12:00:00 AM,APPROVED,6003834.0321300002,2101333.6719900002,,,"(37.750078996216097, -122.429563093735)"
11WR-0037,335 GRAND VIEW AVE,GRAND VIEW AVE,ALVARADO ST \ DIXIE ALY,ALVARADO ST \ DIXIE ALY,94114,"ExteNet Systems, Inc.",Wireless Box,12/20/2011 12:00:00 AM,APPROVED,6000167.8895300003,2102340.1594799999,,,"(37.752634304789098, -122.442313029169)"
11WR-0084,2414 36TH AVE,36TH AVE,RIVERA ST,RIVERA ST,94116,"NextG Networks of California, Inc",Wireless Box,08/15/2012 12:00:00 AM,APPROVED,5985224.6661299998,2098748.6571499999,,,"(37.741909997656997, -122.493723932782)"
11WR-0086,2494 35TH AVE,35TH AVE,ULLOA ST,ULLOA ST,94116,"NextG Networks of California, Inc",Wireless Box,08/21/2012 12:00:00 AM,APPROVED,5985551.5227600001,2098258.05118,,,"(37.740582042199598, -122.492557661801)"
11WR-0089,1331 VICENTE ST,VICENTE ST,24TH AVE,24TH AVE,94116,"NextG Networks of California, Inc",Wireless Box,08/21/2012 12:00:00 AM,APPROVED,5988777.3955699997,2097585.4898600001,,,"(37.738923450999103, -122.48135472797)"
10WR-0070,2326 28TH AVE,28TH AVE,SANTIAGO ST,SANTIAGO ST,94116,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5987684.7648900002,2099435.4992800001,,,"(37.743939501857398, -122.48526820185)"
10WR-0067,2818 SANTIAGO ST,SANTIAGO ST,39TH AVE,39TH AVE,94116,"NextG Network, Inc",Wireless Box,09/03/2010 12:00:00 AM,APPROVED,5984104.5105600003,2099562.76871,,,"(37.744079729566799, -122.49765710362399)"
09WR-0076,2601 46TH AVE,46TH AVE,VICENTE ST,VICENTE ST,94116,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,07/14/2009 12:00:00 AM,APPROVED,5982081.8689400004,2097356.3367699999,,,"(37.737902703415699, -122.50448739418999)"
10WR-0066,2067 42ND AVE,42ND AVE,PACHECO ST,PACHECO ST,94116,"NextG Network, Inc",Wireless Box,08/30/2010 12:00:00 AM,APPROVED,5983196.7167699998,2101075.94777,,,"(37.748181246195699, -122.50090788511601)"
10WR-0035,2411 47TH AVE,47TH AVE,TARAVAL ST,TARAVAL ST,94116,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5981727.0573100001,2098652.97132,,,"(37.741442027896497, -122.50581022992399)"
09WR-0112,4400 PACHECO ST,PACHECO ST,48TH AVE,48TH AVE,94116,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,08/03/2009 12:00:00 AM,APPROVED,5981312.9866199996,2101518.8540400001,,,"(37.749286560496003, -122.50745450559199)"
11WR-0086,2494 35TH AVE,35TH AVE,TARAVAL ST,TARAVAL ST,94116,"NextG Networks of California, Inc",Wireless Box,08/21/2012 12:00:00 AM,APPROVED,5985551.5227600001,2098258.05118,,,"(37.740582042199598, -122.492557661801)"
11WR-0082,2300 33RD AVE,33RD AVE,SANTIAGO ST,SANTIAGO ST,94116,"NextG Networks of California, Inc",Wireless Box,10/15/2012 12:00:00 AM,APPROVED,5986128.8031000001,2099536.6585300001,,,"(37.744126491982101, -122.490655727532)"
11WR-0080,2197 46TH AVE,46TH AVE,RIVERA ST,RIVERA ST,94116,"NextG Networks of California, Inc",Wireless Box,08/15/2012 12:00:00 AM,APPROVED,5981984.1279899999,2100180.10573,,,"(37.745650242937501, -122.505034528013)"
09WR-0112,4400 PACHECO ST,48TH AVE,ORTEGA ST,ORTEGA ST,94116,"Omnipoint Communications, Inc. (T-Mobile)",Wireless Box,08/03/2009 12:00:00 AM,APPROVED,5981312.9866199996,2101518.8540400001,,,"(37.749286560496003, -122.50745450559199)"
10WR-0035,2411 47TH AVE,47TH AVE,TARAVAL ST,TARAVAL ST,94116,"NextG Network, Inc",Wireless Box,09/24/2010 12:00:00 AM,APPROVED,5981727.0573100001,2098652.97132,,,"(37.741442027896497, -122.50581022992399)"
10WR-0060,2067 30TH AVE,30TH AVE,PACHECO ST,PACHECO ST,94116,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5986918.3264600001,2101203.1381299999,,,"(37.7487482856139, -122.488048193221)"
10WR-0031,3245 QUINTARA ST,42ND AVE,QUINTARA ST,QUINTARA ST,94116,"NextG Network, Inc",Wireless Box,10/01/2010 12:00:00 AM,APPROVED,5983306.3766599996,2100798.7449099999,,,"(37.747426561752803, -122.50050819755199)"
11WR-0088,1950 ULLOA ST,21ST AVE,ULLOA ST,ULLOA ST,94116,"NextG Networks of California, Inc",Wireless Box,11/01/2012 12:00:00 AM,APPROVED,5989893.7545600003,2098409.42325,,,"(37.741250601704301, -122.47755512341401)"
